ocaml-ounit 2.0.6-1
ocaml-pcre 7.4.1-1
ocaml-result 1.3-2
ocaml-sexplib0 0.12.0-1
ocaml-sqlite3 4.4.1-1
ocaml-stdio 0.12.0-1
ocaml-topkg 0.9.1-2
ocaml-xmlm 1.3.0-1
ocaml-yojson 1.4.1-4
ocaml-zarith 1.8-2
ocamlbuild 0.14.0-2
ocamlfuse 2.7.1-8
ocamlnet 4.1.6-1
ocl-icd 2.2.12-3
onedrive-abraunegg 2.3.4-1
opam 2.0.4-1
open-fuse-iso 1.1-1
openal 1.19.1-2
opencl-catalyst 1:15.201.1151-11
opencl-nvidia 1:430.26-1
openconnect 1:8.03-1
opencore-amr 0.1.5-2
openexr 2.3.0-1
openjpeg2 2.3.1-1
openresolv 3.9.0-2
openssh 8.0p1-1
openssl 1.1.1.c-1
openssl-1.0 1.0.2.s-1
openvpn 2.4.7-1
opus 1.3.1-1
orc 0.4.29-1
os-prober 1.76-2
otf-font-awesome 5.9.0-1
p11-kit 0.23.16.1-1
p7zip 16.02-5
pa-applet 1.0.2-3
pacman 5.1.3-1
pacman-mirrors 4.14.2-1
pacui 1.12-1
pam 1.3.1-1
pamac-dev 7.3.4-1
pambase 20190105.1-1
pandoc 2.7.3-4
pango 1:1.43.0-2
pangomm 2.42.0-1
papirus-icon-theme 20190701-1
papirus-maia-icon-theme 20181011-1
parted 3.2-9.1
patch 2.7.6-7
patchutils 0.3.4-3
pavucontrol 1:4.0-1
pciutils 3.6.2-1
pcmanfm 1.3.1-1
pcre 8.43-1
pcre2 10.33-1
pcsclite 1.8.25-1
pdftk-bin 2.02_4_b2-3
perl 5.30.0-3
perl-alien-build 1.78-1
perl-alien-libxml2 0.09-2
perl-capture-tiny 0.48-2
perl-clone 0.41-3
perl-dbi 1.642-3
perl-error 0.17027-2
perl-ffi-checklib 0.25-1
perl-file-basedir 0.08-3
perl-file-chdir 0.1011-3
perl-file-desktopentry 0.22-5
perl-file-mimeinfo 0.29-2
perl-file-which 1.23-2
perl-image-exiftool 11.50-1
perl-ipc-system-simple 1.25-5
perl-mailtools 2.21-2
perl-path-tiny 0.108-2
perl-timedate 2.30-6
perl-uri 1.76-2
perl-xml-libxml 2.0201-2
perl-xml-namespacesupport 1.12-3
perl-xml-parser 2.44-9
perl-xml-sax 1.00-1
perl-xml-sax-base 1.09-3
phonon-qt5 4.10.2-1
phonon-qt5-gstreamer 4.9.0-5
php 7.3.7-2
php-apache 7.3.7-2
phpmyadmin 4.9.0.1-1
pinentry 1.1.0-4
pipewire 0.2.6+1+g37613b67-1
pixman 0.38.4-1
pkcs11-helper 1.25.1-1
pkgconf 1.6.1-1
polkit 0.116-1.1
polkit-gnome 0.105-4
polkit-qt5 0.112.0+git20180107-2
polybar-git 3.3.0.r98.gc650513b-1
poppler 0.76.1-1
poppler-data 0.4.9-1
poppler-glib 0.76.1-1
poppler-qt5 0.76.1-1
popt 1.16-10
portaudio 1:19.6.0-5
potrace 1.15-1
powertop 2.10-1
ppp 2.4.7-5
pptpclient 1.10.0-1
procps-ng 3.3.15-1.2
protobuf 3.7.0-1
psmisc 23.2-1
pulseaudio 12.2-2
pulseaudio-alsa 2-4
pulseaudio-bluetooth 12.2-2
purpose 5.59.0-1
pygobject-devel 3.32.2-1
pygobject2-devel 2.28.7-2
pygtk 2.24.0-8
pyqt5-common 5.12.3-2
python 3.7.3-2
python-appdirs 1.4.3-2
python-asn1crypto 0.24.0-2
python-attrs 19.1.0-1
python-automat 0.7.0-2
python-babel 2.7.0-1
python-beaker 1.10.1-1
python-cairo 1.18.1-1
python-cffi 1.12.3-1
python-chardet 3.0.4-2
python-click 7.0-1
python-constantly 15.1.0-3
python-cryptography 2.7-1
python-dbus 1.2.8-2
python-dbus-common 1.2.8-2
python-distro 1.4.0-1
python-docopt 0.6.2-5
python-docutils 0.14-2
python-geoip 1.3.2-5
python-gobject 3.32.2-1
python-hyperlink 19.0.0-1
python-idna 2.8-1
python-imagesize 1.1.0-1
python-incremental 17.5.0-2
python-jinja 2.10.1-1
python-mako 1.0.13-1
python-markdown 3.1.1-2
python-markupsafe 1.1.1-1
python-npyscreen 4.10.5-2
python-packaging 19.0-1
python-pillow-simd 1:5.3.0.post1-1
python-ply 3.11-2
python-psutil 5.6.3-1
python-pyasn1 0.4.5-1
python-pyasn1-modules 0.2.5-1
python-pycparser 2.19-1
python-pycups 1.9.74-1
python-pycurl 7.43.0.2-2
python-pygments 2.4.2-1
python-pyhamcrest 1.9.0-3
python-pyopenssl 19.0.0-1
python-pyparsing 2.4.0-1
python-pyqt5 5.12.3-2
python-pytz 2019.1-1
python-rencode 1.0.6-1
python-requests 2.22.0-1
python-service-identity 18.1.0-1
python-setproctitle 1.1.10-3
python-setuptools 1:41.0.1-1
python-sip-pyqt5 4.19.17-1
python-six 1.12.0-1
python-snowballstemmer 1.2.1-3
python-sphinx 2.1.2-1
python-sphinx-alabaster-theme 0.7.12-1
python-sphinxcontrib-applehelp 1.0.1-1
python-sphinxcontrib-devhelp 1.0.1-1
python-sphinxcontrib-htmlhelp 1.0.2-1
python-sphinxcontrib-jsmath 1.0.1-1
python-sphinxcontrib-qthelp 1.0.2-1
python-sphinxcontrib-serializinghtml 1.1.3-1
python-twisted 19.2.1-1
python-ueberzug 18.1.3-2
python-urllib3 1.25.3-1
python-xapp 1.6.0-1
python-xdg 0.26-2
python-xlib 0.24-1
python-zope-interface 4.6.0-1
python2 2.7.16-1
python2-appdirs 1.4.3-2
python2-asn1crypto 0.24.0-2
python2-attrs 19.1.0-1
python2-automat 0.7.0-2
python2-cairo 1.18.1-1
python2-cffi 1.12.3-1
python2-chardet 3.0.4-2
python2-click 7.0-1
python2-constantly 15.1.0-3
python2-cryptography 2.7-1
python2-enum34 1.1.6-2
python2-gobject2 2.28.7-2
python2-hyperlink 19.0.0-1
python2-idna 2.8-1
python2-incremental 17.5.0-2
python2-ipaddress 1.0.22-1
python2-mutagen 1.42.0-3
python2-packaging 19.0-1
python2-ply 3.11-2
python2-pycparser 2.19-1
python2-pyhamcrest 1.9.0-3
python2-pyopenssl 19.0.0-1
python2-pyparsing 2.4.0-1
python2-setuptools 1:41.0.1-1
python2-six 1.12.0-1
python2-twisted 19.2.1-1
python2-xdg 0.26-2
python2-zope-interface 4.6.0-1
qbittorrent 4.1.6-1
qpdf 8.4.2-1
qpdfview 0.4.18beta1-2
qt4 4.8.7-29.1
qt5-base 5.13.0-7.1
qt5-declarative 5.13.0-1
qt5-location 5.13.0-1
qt5-multimedia 5.13.0-1
qt5-quickcontrols 5.13.0-1
qt5-quickcontrols2 5.13.0-1
qt5-script 5.13.0-1
qt5-sensors 5.13.0-1
qt5-speech 5.13.0-1
qt5-styleplugins 5.0.0.20170311-15
qt5-svg 5.13.0-1
qt5-webchannel 5.13.0-1
qt5-webengine 5.13.0-1
qt5-webkit 5.212.0alpha3-3
qt5-websockets 5.13.0-1
qt5-x11extras 5.13.0-1
qt5ct 0.39-2
ranger 1.9.2.212.g5ae67755-1
rapidjson 1.1.0-3
raptor 2.0.15-11
rasqal 1:0.9.33-2
re2 20190701-1
readline 8.0.0-1
redland 1:1.0.17-7
reiserfsprogs 3.6.27-2
rest 0.8.1-1
rhash 1.3.8-1
ripgrep 11.0.1-2
rofi 1.5.3-1
rpcbind 1.2.5-2
rpcsvc-proto 1.4-1
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-4
rttr 0.9.6-2
run-parts 4.8.6.1-1
s-nail 14.9.13-2
sbc 1.4-1
sbxkb 0.7.6-3
screenfetch 3.8.0.r107.g522c9c0-1
scrot 0.9.1-1
sdl 1.2.15-10
sdl2 2.0.9-1
sed 4.7-1
semver 6.2.0-1
serf 1.3.9-3
sg3_utils 1.44-1
shaderc 2018.0-3
shadow 4.6-3
shared-mime-info 1.12-1
signon-kwallet-extension 19.04.2-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
siji-git r23.c691f20-1
slang 2.3.2-1
smbclient 4.10.5-1
snapd 2.39.3-3
snappy 1.1.7-1
solid 5.59.0-1
sonnet 5.59.0-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
spectre-meltdown-checker 0.42-1
speedtest-cli 2.1.1-1
speex 1.2.0-2
speexdsp 1.2.0-1
spirv-tools 2018.5-1
splix 2.0.0-14
spotify 1:1.1.5.153-1
sqlite 3.28.0-1
squashfs-tools 4.3-8
srt 1.3.2-1
startup-notification 0.12-6
stoken 0.92-2
subversion 1.12.0-3
sudo 1.8.27-1
suitesparse 5.4.0-1
sysfsutils 2.1.0-10
syslog-ng 3.22.1-1
system-config-printer 1.5.11-4
systemd 242.32-2
systemd-fsck-silent 239-1
systemd-libs 242.32-2
systemd-sysvcompat 242.32-2
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.2.0-1
tar 1.32-1
tdb 1.3.18-2
terminus-font 4.47-2
termsyn-font 1.8.7-1
tevent 1:0.9.39-2
texinfo 6.6-1
texlive-bin 2019.51075-1
texlive-core 2019.50917-1
thin-provisioning-tools 0.8.5-2
thunderbird 60.7.2-1
tlp 1.2.2-1.1
tree 1.8.0-1
tslib 1.20-1
ttf-bitstream-vera 1.10-12
ttf-dejavu 2.37-2
ttf-droid 20121017-6
ttf-font-awesome 5.9.0-1
ttf-font-icons 1.1-3
ttf-inconsolata 1:2.0.0.1-3
ttf-indic-otf 0.2-9
ttf-liberation 2.00.5-1
ttf-material-design-icons 3.0.1-1
ttf-material-design-icons-webfont 3.6.95-1
twolame 0.3.13-8
tzdata 2019b-1
udisks2 2.8.3-1
ufw 0.36-1
unzip 6.0-13
upower 0.99.10-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbutils 010-1
util-linux 2.34-3
v4l-utils 1.16.6-1
v86d 0.1.10-5.1
vertex-maia-themes 20180519-4
vi 1:070224-3
vibrancy-icons-teal 2.7-1
vid.stab 1.1-2
viewnior 1.7-2
vim 8.1.1635-1
vim-runtime 8.1.1635-1
virtualbox 6.0.8-2
virtualbox-guest-iso 6.0.8-1
vlc 3.0.7.1-1
vmware-keymaps 1.0-1
volume_key 0.3.11-2
volumeicon 0.5.1-4
vpnc 1:0.5.3.r460.r73-1
vte-common 0.56.3-1
vte3 0.56.3-1
vulkan-icd-loader 1.1.112-1
vulkan-intel 19.1.1-1
vulkan-radeon 19.1.1-1
w3m 0.5.3.git20190105-1
wavpack 5.1.0-2
wayland 1.17.0-1
wayland-protocols 1.17-1
webkit2gtk 2.24.3-1
webrtc-audio-processing 0.3.1-1
wget 1.20.3-1
which 2.21-3
wildmidi 0.4.3-1
wireless-regdb 2019.03.01-1
wireless_tools 30.pre9-2
wmutils 1:1.4-1
woff2 1.0.2-1
wpa_supplicant 2:2.8-1
wxgtk-common 3.0.4-2
wxgtk3 3.0.4-2
x264 2:157.r72db4377-1
x265 3.0-1
xarchiver 0.5.4.14-1
xautolock 2.2-5
xbitmaps 1.1.2-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xcursor-breeze 5.11.5-1
xcursor-chameleon-pearl 0.5-4
xcursor-maia 20160417-1
xdg-su 1.2.3-1
xdg-user-dirs 0.17-2
xdg-utils 1.1.3-3
xdotool 3.20160805.1-2
xerces-c 3.2.2-1
xf86-input-elographics 1.4.2-1
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.28.2-1
xf86-input-mouse 1.9.3-1
xf86-input-void 1.4.1-4
xf86-video-amdgpu 19.0.1-1
xf86-video-ati 1:19.0.1-1
xf86-video-intel 1:2.99.917+863+g6afed33b-1
xf86-video-nouveau 1.0.16-1
xfburn 0.5.5-1
xfce4-power-manager 1.6.3-1
xfce4-terminal 0.8.8-1
xfconf 4.12.1-7
xfsprogs 4.20.0-2
xkeyboard-config 2.27-1
xmlsec 1.2.28-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-fonts-misc 1.0.3-6
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-1
xorg-server 1.20.5-1
xorg-server-common 1.20.5-1
xorg-server-xwayland 1.20.5-1
xorg-setxkbmap 1.3.1-2
xorg-twm 1.0.10-1
xorg-xauth 1.0.10-2
xorg-xdpyinfo 1.3.2-2
xorg-xev 1.2.3-1
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xinput 1.6.2-2
xorg-xkbcomp 1.4.2-1
xorg-xkill 1.0.5-1
xorg-xmodmap 1.0.10-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.0-2
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorgproto 2019.1-1
xsel 1.2.0.20160929-2
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yarn 1.16.0-1
yay 9.2.1-1.0
zenity 3.32.0-1
zeromq 4.3.1-2
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.7.1-1
zsh-completions 0.30.0-1
zstd 1.4.0-1
zvbi 0.2.35-3
zziplib 0.13.69-1
